product_id,product_name,category,subcategory,launch_date,discontinued_date,unit_cost,unit_price,supplier_id,manufacturing_location_id
P19993,Particular,Respond,They,2023-07-19,2027-04-27,342.28,756.73,S19993,M19993
P19994,Business,Floor,Entire,2014-04-02,2025-01-02,286.45,980.59,S19994,M19994
P19995,Civil,Live,Put,2019-02-20,2027-10-10,279.79,982.48,S19995,M19995
P19996,Week,Check,Who,2022-10-31,2025-05-18,110.95,783.93,S19996,M19996
P19997,Whom,Know,Choice,2023-05-07,2027-01-20,207.48,708.02,S19997,M19997
P19998,Recognize,Pay,Factor,2024-01-06,2028-11-26,379.12,796.34,S19998,M19998
P19999,Section,Make,End,2020-07-01,2024-03-20,321.47,807.03,S19999,M19999
P20000,Forget,Whatever,No,2015-05-26,2025-06-11,347.68,750.09,S20000,M20000
P20001,From,Why,Itself,2015-07-31,2024-03-27,154.72,756.52,S20001,M20001
P20002,Child,What,Mission,2018-05-15,2025-02-03,263.95,892.91,S20002,M20002
P20003,Travel,Feeling,Beyond,2014-06-12,2025-05-23,171.87,863.7,S20003,M20003
P20004,Meeting,Second,Group,2016-11-07,2028-12-31,148.39,573.35,S20004,M20004
P20005,Project,Change,Specific,2023-11-30,2028-03-24,378.27,720.3,S20005,M20005
P20006,Bit,Produce,Simple,2018-05-12,2024-08-22,87.08,846.14,S20006,M20006
P20007,Himself,Worry,Ahead,2020-07-21,2024-03-20,176.08,739.88,S20007,M20007
P20008,Common,Toward,Out,2016-03-06,2028-09-25,174.03,614.03,S20008,M20008
P20009,Respond,Want,Social,2015-07-06,2026-03-18,276.3,999.96,S20009,M20009
P20010,Remain,Everything,Kitchen,2020-07-26,2026-11-07,63.3,654.03,S20010,M20010
P20011,Throughout,Political,Its,2016-01-04,2028-01-12,188.12,533.26,S20011,M20011
P20012,Worry,Although,Central,2016-04-13,2024-02-02,488.03,975.61,S20012,M20012
P20013,Arrive,Man,Answer,2018-05-15,2026-04-17,52.87,914.88,S20013,M20013
P20014,List,Blue,Cell,2014-11-07,2025-09-27,383.76,564.53,S20014,M20014
P20015,Protect,Country,About,2016-01-08,2024-07-11,293.5,790.72,S20015,M20015
P20016,Door,Indicate,Capital,2016-03-07,2027-08-25,76.72,689.88,S20016,M20016
P20017,Among,Just,Development,2017-04-26,2025-06-05,166.98,663.17,S20017,M20017
P20018,Fear,Particular,Fall,2020-03-26,2027-08-11,405.05,827.34,S20018,M20018
P20019,Least,Detail,Article,2014-09-14,2025-04-02,193.17,762.17,S20019,M20019
P20020,Activity,Purpose,Land,2022-08-18,2024-02-25,448.58,751.84,S20020,M20020
P20021,Drug,Eight,Member,2018-11-12,2028-05-30,143.88,574.66,S20021,M20021
P20022,Behind,Realize,Difference,2020-06-18,2028-03-12,269.91,541.63,S20022,M20022
P20023,Beyond,Ball,Great,2022-10-14,2025-05-25,464.77,559.73,S20023,M20023
P20024,Difference,Claim,Speak,2022-07-14,2024-04-16,174.79,821.88,S20024,M20024
P20025,Others,Mind,Investment,2018-12-17,2026-10-25,203.36,541.58,S20025,M20025
P20026,Forget,Bring,Watch,2019-08-28,2026-05-18,354.23,697.87,S20026,M20026
P20027,Civil,President,Result,2020-09-24,2027-08-14,377.55,560.68,S20027,M20027
P20028,Early,Protect,Spring,2021-11-08,2028-08-16,105.54,975.91,S20028,M20028
P20029,Energy,Thought,Attorney,2014-07-12,2028-04-12,315.64,664.18,S20029,M20029
P20030,Nature,Fund,Treat,2023-10-08,2025-06-30,39.74,919.67,S20030,M20030
P20031,Brother,Perform,Tax,2022-07-03,2026-11-21,90.57,576.28,S20031,M20031
P20032,Coach,Particularly,Hot,2021-10-19,2027-04-12,404.64,647.95,S20032,M20032
P20033,Trouble,Use,Of,2020-12-07,2026-02-04,462.77,880.09,S20033,M20033
P20034,Gas,Wall,Throw,2022-09-04,2028-07-10,193.9,864.65,S20034,M20034
P20035,Idea,Risk,Score,2023-12-26,2024-07-13,373.05,637.82,S20035,M20035
P20036,Career,Something,Hour,2018-12-08,2027-08-30,465.86,676.73,S20036,M20036
P20037,Much,Politics,Better,2023-04-20,2025-01-29,296.82,614.6,S20037,M20037
P20038,Oil,Create,Way,2018-02-18,2027-05-01,492.19,988.91,S20038,M20038
P20039,Any,Keep,Line,2023-01-31,2028-11-01,179.94,844.37,S20039,M20039
P20040,Must,Receive,Opportunity,2014-02-19,2028-12-09,183.65,563.52,S20040,M20040
P20041,South,Pick,Authority,2014-10-26,2027-06-15,444.17,913.66,S20041,M20041
P20042,Simply,Field,Cost,2022-06-30,2025-04-18,469.81,816.68,S20042,M20042
P20043,Study,Officer,Throughout,2017-03-23,2025-01-01,225.91,631.58,S20043,M20043
P20044,Alone,Per,Table,2017-04-25,2026-06-17,112.42,502.87,S20044,M20044
P20045,Apply,Building,These,2020-10-30,2027-01-01,463.09,956.15,S20045,M20045
P20046,Pattern,Record,Voice,2015-08-09,2024-09-11,232.53,642.84,S20046,M20046
P20047,Clear,Interest,Treat,2021-12-24,2028-10-27,98.93,565.24,S20047,M20047
P20048,People,Democratic,Forward,2016-05-08,2024-04-26,264.86,536.63,S20048,M20048
P20049,Especially,Red,Forward,2023-08-17,2026-08-10,438.73,579.85,S20049,M20049
P20050,Well,North,Rate,2022-03-21,2026-08-03,334.46,855.23,S20050,M20050
P20051,Against,Apply,Part,2014-05-08,2026-03-17,183.45,581.57,S20051,M20051
P20052,Wife,Soldier,Today,2017-07-01,2027-01-11,238.63,869.62,S20052,M20052
P20053,Fear,Impact,Girl,2016-11-23,2025-03-14,110.73,699.91,S20053,M20053
P20054,Rate,College,Need,2014-04-13,2024-05-11,67.49,552.11,S20054,M20054
P20055,Water,Seem,Next,2018-03-11,2025-12-30,297.17,505.96,S20055,M20055
P20056,Shoulder,Third,War,2022-03-23,2027-01-16,453.31,549.34,S20056,M20056
P20057,Industry,Page,These,2015-01-10,2027-06-18,393.37,838.19,S20057,M20057
P20058,Effect,Food,Individual,2014-07-27,2024-12-01,413.0,501.77,S20058,M20058
P20059,Specific,Dark,Like,2023-04-27,2027-09-18,473.72,638.68,S20059,M20059
P20060,Reason,Prepare,Film,2022-01-25,2028-01-23,334.81,662.22,S20060,M20060
P20061,Collection,Discussion,Whole,2019-01-03,2028-01-22,476.22,549.69,S20061,M20061
P20062,Moment,Thus,Close,2022-06-09,2024-02-05,312.87,729.79,S20062,M20062
P20063,Bag,Political,Sing,2018-04-11,2028-10-31,413.61,970.77,S20063,M20063
P20064,Home,Cold,Institution,2023-06-14,2024-11-30,14.4,665.66,S20064,M20064
P20065,Identify,Thing,Protect,2023-10-04,2025-01-22,337.57,706.79,S20065,M20065
P20066,Case,Too,Experience,2021-07-03,2024-12-26,488.2,784.64,S20066,M20066
P20067,Blue,Force,Fill,2015-08-03,2025-02-23,216.04,737.85,S20067,M20067
P20068,Score,Job,Why,2023-02-17,2027-07-06,256.77,695.25,S20068,M20068
P20069,Industry,Open,Follow,2017-07-29,2025-11-22,232.12,665.68,S20069,M20069
P20070,Attorney,Ever,Start,2024-01-19,2024-07-30,54.33,627.99,S20070,M20070
P20071,Low,Instead,Trouble,2015-07-25,2027-04-10,396.92,661.44,S20071,M20071
P20072,Concern,Music,High,2017-05-07,2027-01-10,181.0,667.23,S20072,M20072
P20073,Wonder,Manage,Make,2019-09-19,2027-04-29,83.44,518.94,S20073,M20073
P20074,Past,Sort,Major,2023-07-26,2026-01-15,499.41,765.32,S20074,M20074
P20075,Police,Purpose,Mother,2022-08-19,2026-03-09,453.84,760.54,S20075,M20075
P20076,Stand,Create,Leader,2016-10-29,2025-11-27,142.7,623.23,S20076,M20076
P20077,Find,Condition,A,2023-12-12,2026-05-15,448.82,741.86,S20077,M20077
P20078,Piece,Structure,Evening,2023-05-07,2028-06-22,386.89,519.32,S20078,M20078
P20079,Section,Better,Store,2017-01-22,2028-09-01,466.81,747.29,S20079,M20079
P20080,Stand,Scientist,Whom,2022-01-24,2028-11-19,46.17,821.14,S20080,M20080
P20081,Positive,Employee,Wide,2021-05-11,2025-02-27,196.63,770.66,S20081,M20081
P20082,Gun,Me,Environmental,2023-01-29,2027-11-05,45.31,635.05,S20082,M20082
P20083,Safe,Commercial,Data,2018-11-14,2028-10-21,61.58,912.52,S20083,M20083
P20084,Plan,Represent,Usually,2020-07-04,2028-06-19,395.62,994.21,S20084,M20084
P20085,Either,Condition,Person,2020-01-27,2028-03-13,36.77,502.32,S20085,M20085
P20086,Game,Physical,School,2015-04-23,2026-11-27,400.1,675.26,S20086,M20086
P20087,Issue,Go,Address,2019-11-26,2027-12-09,423.51,778.34,S20087,M20087
P20088,Cause,Soldier,Those,2022-11-25,2028-02-17,374.23,783.52,S20088,M20088
P20089,Hit,Strong,Control,2023-01-13,2027-05-30,83.19,748.53,S20089,M20089
P20090,Meeting,Tv,Vote,2015-12-18,2025-04-14,498.68,741.91,S20090,M20090
P20091,Itself,There,Yes,2022-03-21,2028-08-21,174.74,737.33,S20091,M20091
P20092,Detail,Have,Investment,2023-04-04,2026-05-31,383.45,940.43,S20092,M20092
P20093,See,Tough,Season,2020-10-18,2024-05-21,473.86,862.05,S20093,M20093
P20094,Treat,Discover,Song,2023-06-26,2027-06-22,388.05,673.14,S20094,M20094
P20095,Individual,Seat,Green,2022-02-08,2025-07-09,10.9,848.61,S20095,M20095
P20096,Year,Property,Early,2015-07-13,2027-02-07,474.01,858.02,S20096,M20096
P20097,Reason,See,Most,2016-06-04,2027-10-17,380.95,558.07,S20097,M20097
P20098,Situation,Appear,There,2017-04-14,2025-10-12,36.05,739.36,S20098,M20098
P20099,Pick,Success,Course,2017-06-06,2027-12-16,118.0,922.55,S20099,M20099
P20100,Police,Congress,Measure,2014-02-26,2024-05-17,55.84,993.68,S20100,M20100
P20101,Conference,Us,Better,2023-11-12,2026-08-04,84.63,963.83,S20101,M20101
P20102,Together,Seek,These,2018-10-26,2028-02-20,297.31,754.94,S20102,M20102
P20103,High,Other,Again,2017-09-16,2024-12-14,97.34,798.49,S20103,M20103
P20104,Debate,Community,Question,2014-07-15,2027-09-29,274.22,682.0,S20104,M20104
P20105,Action,Major,Memory,2020-10-04,2028-04-10,462.16,920.49,S20105,M20105
P20106,Their,Bill,Hundred,2018-11-24,2027-04-14,394.54,762.95,S20106,M20106
P20107,Turn,Since,Thousand,2019-03-18,2027-05-11,248.37,783.52,S20107,M20107
P20108,Thus,At,Also,2022-03-29,2028-12-10,429.11,809.64,S20108,M20108
P20109,Speak,Join,Affect,2020-04-09,2027-10-01,55.13,553.87,S20109,M20109
P20110,Arm,Become,Become,2020-04-29,2027-02-17,92.61,601.63,S20110,M20110
P20111,Fine,Job,Detail,2015-02-26,2027-12-17,452.94,545.41,S20111,M20111
P20112,Must,Answer,Point,2023-11-21,2025-05-16,253.06,878.3,S20112,M20112
P20113,Of,Today,Central,2015-02-02,2028-05-20,165.29,568.7,S20113,M20113
P20114,Over,Computer,Material,2014-05-23,2025-01-20,374.64,653.47,S20114,M20114
P20115,Assume,Serve,Name,2023-12-27,2027-04-21,398.09,970.17,S20115,M20115
P20116,Toward,Example,Life,2021-06-05,2026-09-24,425.12,913.17,S20116,M20116
P20117,Site,Over,Late,2016-01-19,2028-09-20,170.0,793.91,S20117,M20117
P20118,Health,International,Lose,2017-04-15,2027-09-19,253.32,601.42,S20118,M20118
P20119,Arrive,Maintain,Letter,2020-04-02,2024-08-02,435.99,661.86,S20119,M20119
P20120,Someone,System,Develop,2016-05-01,2027-04-19,15.68,518.86,S20120,M20120
P20121,Artist,Production,Candidate,2022-10-24,2028-09-24,303.68,770.45,S20121,M20121
P20122,Prove,Tonight,Friend,2020-10-16,2028-01-14,89.78,611.64,S20122,M20122
P20123,Lead,Service,Fear,2017-07-18,2028-06-23,343.72,646.25,S20123,M20123
P20124,Ground,Young,Senior,2015-07-20,2024-02-10,357.14,519.95,S20124,M20124
P20125,Fill,Process,Democrat,2022-03-09,2024-07-24,423.02,895.24,S20125,M20125
P20126,Majority,Environmental,Concern,2017-05-10,2025-03-29,238.69,643.74,S20126,M20126
P20127,Investment,Choice,Two,2019-05-12,2026-11-24,185.65,734.12,S20127,M20127
P20128,Hand,Likely,Article,2022-07-04,2024-11-08,373.57,620.76,S20128,M20128
P20129,Couple,Detail,Me,2014-04-25,2028-03-24,266.53,828.68,S20129,M20129
P20130,College,Reveal,Within,2014-11-17,2027-02-12,283.9,822.91,S20130,M20130
P20131,Reach,Cultural,Authority,2021-06-25,2027-08-04,378.67,871.23,S20131,M20131
P20132,State,Kind,Thus,2015-12-03,2029-01-23,432.92,513.45,S20132,M20132
P20133,National,Determine,Arrive,2017-10-16,2027-05-01,353.81,565.56,S20133,M20133
P20134,Born,Enjoy,Later,2020-06-10,2027-09-21,484.54,576.23,S20134,M20134
P20135,Culture,Detail,Character,2018-04-18,2024-10-24,219.91,847.55,S20135,M20135
P20136,Me,Now,Might,2014-06-28,2026-09-03,45.26,829.5,S20136,M20136
P20137,Especially,Modern,Late,2015-04-22,2027-07-05,266.61,567.59,S20137,M20137
P20138,Including,Glass,Wall,2020-07-10,2026-05-07,157.99,970.3,S20138,M20138
P20139,Western,Since,Seem,2017-09-25,2024-07-29,486.67,970.08,S20139,M20139
P20140,Book,Environmental,Wide,2021-03-10,2027-10-02,191.14,730.29,S20140,M20140
P20141,Store,Respond,Push,2014-11-06,2026-03-15,311.82,561.85,S20141,M20141
P20142,Culture,Seek,Company,2021-09-20,2028-02-17,404.49,787.54,S20142,M20142
P20143,Mind,That,Data,2021-10-29,2028-01-15,54.02,845.46,S20143,M20143
P20144,Weight,Leave,Knowledge,2020-02-08,2028-07-18,69.53,822.33,S20144,M20144
P20145,Democratic,For,Yet,2022-05-07,2027-10-19,243.47,777.57,S20145,M20145
P20146,Western,Space,Once,2018-04-14,2028-04-16,440.76,887.9,S20146,M20146
P20147,Military,Your,Machine,2022-06-06,2024-07-07,489.18,547.62,S20147,M20147
P20148,Allow,One,Expert,2020-07-16,2028-04-18,272.75,670.83,S20148,M20148
P20149,Without,Or,Church,2023-01-04,2026-10-06,493.11,710.72,S20149,M20149
P20150,Interesting,Garden,Six,2014-03-27,2026-06-22,137.24,938.89,S20150,M20150
P20151,Tv,Customer,Hotel,2016-12-19,2027-11-28,476.4,954.59,S20151,M20151
P20152,Understand,Of,Think,2017-04-13,2024-03-04,212.84,845.56,S20152,M20152
P20153,Should,Record,But,2020-01-05,2027-09-02,190.84,805.79,S20153,M20153
P20154,Force,Tough,Off,2016-12-11,2028-06-21,188.82,571.53,S20154,M20154
P20155,Identify,Million,Staff,2017-03-21,2026-01-05,177.72,995.87,S20155,M20155
P20156,Report,Wish,Politics,2021-02-07,2025-11-05,14.85,685.31,S20156,M20156
P20157,Because,Natural,Determine,2021-10-21,2024-07-09,424.21,791.12,S20157,M20157
P20158,Nation,Page,Peace,2019-09-18,2024-08-13,325.4,935.16,S20158,M20158
P20159,Assume,Young,Ability,2014-02-13,2025-09-15,315.11,850.86,S20159,M20159
P20160,But,Around,Soldier,2019-12-16,2024-03-09,461.72,565.36,S20160,M20160
P20161,Allow,Possible,Rather,2020-05-21,2024-03-30,150.07,594.12,S20161,M20161
P20162,Stuff,Scientist,Oil,2018-07-23,2026-04-22,11.92,733.67,S20162,M20162
P20163,About,Back,Thank,2021-10-31,2027-01-18,489.02,536.82,S20163,M20163
P20164,Crime,Watch,Executive,2016-07-19,2027-01-29,256.76,886.13,S20164,M20164
P20165,While,Responsibility,Item,2021-01-11,2026-03-20,152.11,680.27,S20165,M20165
P20166,Future,Believe,Music,2019-06-11,2025-12-01,83.62,869.14,S20166,M20166
P20167,Next,Two,Light,2023-09-14,2024-02-21,244.49,579.88,S20167,M20167
P20168,Rise,Measure,Form,2018-03-30,2028-06-18,330.24,933.78,S20168,M20168
P20169,Congress,Bill,None,2015-08-27,2026-08-21,190.19,607.33,S20169,M20169
P20170,Arm,Old,Go,2023-02-19,2026-07-06,132.38,646.6,S20170,M20170
P20171,Decide,Production,Just,2017-10-14,2025-06-03,454.29,786.21,S20171,M20171
P20172,Process,Concern,Value,2017-05-12,2024-02-13,156.25,956.57,S20172,M20172
P20173,Dinner,Draw,Newspaper,2021-06-30,2028-03-19,187.79,712.37,S20173,M20173
P20174,Himself,Building,Over,2016-07-31,2027-03-21,392.07,591.68,S20174,M20174
P20175,Involve,Most,Court,2017-12-01,2025-04-22,181.07,971.35,S20175,M20175
P20176,Explain,Young,Once,2022-07-31,2025-04-13,11.93,923.54,S20176,M20176
P20177,Life,Former,Young,2014-07-28,2027-09-29,429.07,822.91,S20177,M20177
P20178,Story,Only,Nor,2018-12-27,2028-06-03,404.11,798.59,S20178,M20178
P20179,Policy,Career,State,2016-11-05,2028-08-26,489.7,628.58,S20179,M20179
P20180,Remember,Watch,Work,2015-10-24,2026-10-20,240.31,749.56,S20180,M20180
P20181,Brother,Analysis,Before,2023-02-23,2024-07-10,378.88,889.59,S20181,M20181
P20182,Radio,Voice,Require,2016-12-26,2025-03-19,356.08,722.53,S20182,M20182
P20183,Conference,Report,The,2020-02-02,2026-11-11,330.98,948.39,S20183,M20183
P20184,Central,Your,Enjoy,2020-02-24,2026-07-04,94.58,591.24,S20184,M20184
P20185,Ability,Before,Toward,2015-11-22,2026-07-21,124.35,528.95,S20185,M20185
P20186,About,Expert,Finally,2018-12-23,2025-08-21,123.78,548.52,S20186,M20186
P20187,Really,Perhaps,Major,2018-08-17,2028-05-10,158.56,632.83,S20187,M20187
P20188,War,Pm,Carry,2023-06-09,2024-08-15,43.36,921.27,S20188,M20188
P20189,Question,Give,Goal,2021-07-05,2025-03-12,312.97,774.01,S20189,M20189
P20190,Management,Year,Catch,2017-08-09,2026-04-29,203.54,820.78,S20190,M20190
P20191,Change,Expert,Set,2020-02-11,2025-07-17,448.75,671.14,S20191,M20191
P20192,Rich,Set,Fund,2014-12-27,2025-10-27,226.46,994.9,S20192,M20192
P20193,Party,Early,Forget,2017-08-30,2025-05-25,410.48,595.19,S20193,M20193
P20194,Police,Above,Base,2020-02-25,2026-04-12,192.69,965.38,S20194,M20194
P20195,Could,Nation,Style,2018-11-05,2025-10-06,447.82,951.45,S20195,M20195
P20196,Maintain,End,Measure,2017-05-31,2027-05-14,473.79,674.89,S20196,M20196
P20197,Available,Image,None,2017-04-09,2025-08-14,232.61,655.41,S20197,M20197
P20198,Possible,Memory,Record,2023-09-04,2027-08-26,387.91,713.97,S20198,M20198
P20199,Next,Far,Risk,2022-08-28,2025-12-23,241.05,569.32,S20199,M20199
P20200,Us,Cause,Affect,2022-08-17,2024-08-18,56.36,754.09,S20200,M20200
P20201,Price,Science,Investment,2018-02-21,2027-11-30,364.03,964.44,S20201,M20201
P20202,Arm,No,Study,2016-12-26,2026-03-17,271.01,901.39,S20202,M20202
P20203,President,Treat,General,2019-09-20,2028-05-28,260.93,780.28,S20203,M20203
P20204,Miss,Step,Doctor,2018-11-12,2027-10-04,137.8,602.79,S20204,M20204
P20205,Rock,Anything,Could,2019-10-07,2025-07-23,174.2,500.1,S20205,M20205
P20206,Office,No,Picture,2014-05-17,2025-04-10,145.72,741.52,S20206,M20206
P20207,Prevent,Likely,Nice,2019-03-25,2028-07-11,463.65,576.38,S20207,M20207
P20208,For,Kitchen,Care,2015-09-30,2028-01-19,67.26,802.53,S20208,M20208
P20209,History,Teacher,Like,2016-01-11,2028-01-17,300.78,824.24,S20209,M20209
P20210,Public,Be,Option,2018-01-27,2026-07-13,166.58,513.42,S20210,M20210
P20211,Find,A,Anything,2016-07-08,2024-09-27,441.75,628.97,S20211,M20211
P20212,Part,Science,Sit,2022-01-27,2027-04-03,166.01,843.61,S20212,M20212
P20213,Through,Growth,High,2023-05-02,2028-05-15,230.85,513.26,S20213,M20213
P20214,Second,Try,Laugh,2023-11-27,2028-09-08,182.65,695.26,S20214,M20214
P20215,Ever,Attack,Answer,2020-11-10,2028-01-25,59.36,870.41,S20215,M20215
P20216,Evening,Thought,Bit,2020-12-19,2026-09-01,147.26,828.47,S20216,M20216
P20217,Nothing,Evidence,Billion,2023-06-19,2027-04-27,205.92,589.12,S20217,M20217
P20218,Trade,Age,Special,2018-08-29,2025-08-12,186.56,770.98,S20218,M20218
P20219,Discuss,Although,Must,2022-07-25,2025-01-04,319.53,928.15,S20219,M20219
P20220,Whom,Left,Cut,2022-02-13,2028-05-07,369.64,508.33,S20220,M20220
P20221,Charge,Artist,Such,2019-03-15,2028-09-08,39.04,873.76,S20221,M20221
P20222,Series,Buy,Scene,2015-04-27,2026-08-07,249.58,726.05,S20222,M20222
P20223,Understand,Shoulder,Produce,2023-07-07,2028-04-14,107.39,543.04,S20223,M20223
P20224,Rest,Western,Marriage,2015-11-18,2024-09-24,459.64,633.88,S20224,M20224
P20225,Itself,Respond,Mr,2023-08-19,2028-08-04,328.37,678.06,S20225,M20225
P20226,Because,Same,Continue,2015-07-26,2025-07-30,168.17,572.58,S20226,M20226
P20227,Town,Course,Customer,2023-10-10,2027-06-03,11.88,754.26,S20227,M20227
P20228,Result,Want,Themselves,2018-12-02,2028-08-15,32.77,718.41,S20228,M20228
P20229,Not,A,Probably,2020-08-28,2024-03-08,353.69,608.97,S20229,M20229
P20230,Sense,Mother,Eat,2023-08-30,2024-11-13,130.24,868.05,S20230,M20230
P20231,Time,Box,Strong,2016-08-24,2025-03-18,209.68,592.87,S20231,M20231
P20232,Kind,What,Law,2016-06-22,2027-08-15,388.26,932.01,S20232,M20232
P20233,Real,Dream,Theory,2015-04-06,2025-04-08,379.47,709.23,S20233,M20233
P20234,Crime,Least,Western,2023-02-18,2028-04-21,57.38,789.81,S20234,M20234
P20235,In,Until,Green,2019-09-25,2027-11-22,264.44,506.79,S20235,M20235
P20236,Investment,Together,Debate,2023-08-27,2025-03-20,410.63,678.44,S20236,M20236
P20237,Position,Wife,Win,2014-11-19,2027-08-08,256.04,521.14,S20237,M20237
P20238,Everything,Past,Risk,2014-06-28,2027-05-18,231.01,553.91,S20238,M20238
P20239,Foot,Might,It,2015-10-09,2026-07-22,341.57,545.28,S20239,M20239
P20240,Woman,Purpose,Table,2016-07-18,2026-07-08,379.61,808.82,S20240,M20240
P20241,Edge,Attention,Whole,2019-12-13,2027-11-10,368.75,842.08,S20241,M20241
P20242,Onto,Performance,Should,2022-07-06,2026-01-30,31.14,702.8,S20242,M20242
P20243,State,Offer,Notice,2021-06-03,2024-09-26,362.26,843.9,S20243,M20243
P20244,Information,Whether,Out,2019-12-16,2028-11-25,273.83,591.17,S20244,M20244
P20245,Education,Myself,Kind,2023-02-21,2025-02-22,93.02,705.93,S20245,M20245
P20246,Always,Food,Conference,2018-09-04,2025-07-02,321.98,848.98,S20246,M20246
P20247,Term,Including,Program,2022-05-26,2028-07-21,304.54,825.03,S20247,M20247
P20248,Determine,Strong,Memory,2015-02-15,2024-12-21,161.39,855.58,S20248,M20248
P20249,Executive,Compare,Catch,2020-01-28,2029-01-09,215.99,695.03,S20249,M20249
P20250,Trouble,By,Commercial,2018-02-08,2026-03-22,369.83,980.11,S20250,M20250
P20251,Which,Character,Him,2015-10-25,2027-04-08,397.25,519.62,S20251,M20251
P20252,Anything,Road,Space,2022-11-26,2025-02-28,85.2,665.88,S20252,M20252
P20253,Leave,Wear,Go,2018-07-05,2024-04-09,324.36,906.36,S20253,M20253
P20254,Military,Book,Design,2021-09-24,2026-08-26,461.86,775.83,S20254,M20254
P20255,Great,Set,Quickly,2014-08-07,2024-05-22,50.19,700.93,S20255,M20255
P20256,Popular,Cultural,Recently,2017-12-03,2028-06-28,279.13,673.2,S20256,M20256
P20257,Nation,Conference,Sort,2021-05-21,2026-04-11,309.57,930.67,S20257,M20257
P20258,Assume,World,Point,2020-10-03,2024-04-08,397.54,522.22,S20258,M20258
P20259,Drug,Risk,Operation,2022-10-20,2025-07-24,415.83,668.1,S20259,M20259
P20260,Back,Why,Accept,2023-08-27,2024-08-01,435.51,542.18,S20260,M20260
P20261,Want,Ok,Real,2019-08-06,2029-01-11,251.91,746.92,S20261,M20261
P20262,Possible,Interesting,Democrat,2021-01-29,2024-04-28,125.31,544.72,S20262,M20262
P20263,Return,Series,Shake,2014-03-25,2027-11-23,148.06,678.27,S20263,M20263
P20264,Record,Interesting,Recognize,2017-06-23,2025-02-07,233.18,932.57,S20264,M20264
P20265,Decade,Could,Area,2019-01-13,2028-03-08,117.12,530.42,S20265,M20265
P20266,Machine,Include,After,2021-06-04,2026-12-10,44.22,769.8,S20266,M20266
P20267,Heart,Mind,Understand,2020-12-06,2024-02-01,382.11,557.33,S20267,M20267
P20268,Material,Floor,Car,2017-02-14,2028-09-22,253.53,718.62,S20268,M20268
P20269,Moment,Prove,Event,2020-02-20,2025-12-06,339.74,509.43,S20269,M20269
P20270,Make,Usually,Or,2020-06-29,2026-06-07,379.31,607.42,S20270,M20270
P20271,Letter,Little,Mind,2019-07-14,2027-08-22,61.26,775.73,S20271,M20271
P20272,Some,Science,Place,2015-09-22,2027-04-14,327.41,744.94,S20272,M20272
P20273,Network,Certainly,Health,2020-07-18,2024-12-27,201.8,704.49,S20273,M20273
P20274,Nature,Relationship,Necessary,2014-12-30,2025-05-03,189.89,752.61,S20274,M20274
P20275,Either,Within,Site,2023-07-19,2028-07-26,267.98,836.55,S20275,M20275
P20276,Dog,Hope,Consumer,2018-05-15,2029-01-09,143.59,979.82,S20276,M20276
P20277,Where,Challenge,Task,2014-10-25,2028-12-11,411.61,580.18,S20277,M20277
P20278,Smile,Win,Pay,2015-09-30,2024-10-15,427.32,843.43,S20278,M20278
P20279,Look,Film,Character,2022-11-09,2028-09-26,470.93,915.95,S20279,M20279
P20280,Program,Listen,Understand,2018-07-01,2026-01-19,13.98,541.94,S20280,M20280
P20281,House,Cup,Increase,2018-11-18,2025-08-11,123.49,927.04,S20281,M20281
P20282,Toward,Interview,Now,2015-11-03,2028-03-17,242.27,523.72,S20282,M20282
P20283,Either,Responsibility,Fish,2014-08-28,2026-06-25,160.57,627.12,S20283,M20283
P20284,Report,Owner,Cultural,2014-05-18,2027-11-24,472.37,523.55,S20284,M20284
P20285,Area,Enough,Number,2023-04-17,2024-04-28,103.18,666.52,S20285,M20285
P20286,Save,Practice,Even,2017-08-14,2027-08-16,449.64,500.55,S20286,M20286
P20287,Chair,Week,Partner,2021-11-09,2025-10-02,471.95,941.25,S20287,M20287
P20288,Whatever,Training,Speak,2019-10-18,2027-04-15,274.2,822.57,S20288,M20288
P20289,Want,Produce,Already,2019-02-26,2026-03-02,102.57,920.03,S20289,M20289
P20290,Quality,Audience,Must,2014-09-15,2026-11-11,357.6,752.02,S20290,M20290
P20291,Hear,Group,Site,2019-06-20,2025-12-22,389.47,654.07,S20291,M20291
P20292,Church,Month,Away,2020-10-07,2027-04-28,46.2,597.78,S20292,M20292
P20293,Seek,Executive,Sign,2016-03-05,2027-03-13,298.84,896.32,S20293,M20293
P20294,Law,Fear,Hear,2016-11-19,2026-12-31,242.77,642.02,S20294,M20294
P20295,Help,Phone,Mission,2017-03-09,2024-05-23,308.6,646.4,S20295,M20295
P20296,Station,Blue,Support,2019-09-17,2025-06-21,172.11,771.47,S20296,M20296
P20297,In,Him,Issue,2022-07-12,2025-11-27,67.04,913.89,S20297,M20297
P20298,News,Choose,That,2022-01-30,2026-10-11,162.29,804.21,S20298,M20298
P20299,Benefit,Another,Near,2016-08-19,2028-09-22,201.75,851.12,S20299,M20299
P20300,Hit,Allow,Particularly,2016-08-09,2028-08-31,233.58,739.87,S20300,M20300
P20301,Figure,Quality,Hear,2022-11-03,2028-02-09,117.73,957.75,S20301,M20301
P20302,Very,Recognize,Design,2019-06-11,2025-03-24,330.14,606.27,S20302,M20302
P20303,Threat,Organization,Argue,2018-05-08,2026-01-16,97.68,762.08,S20303,M20303
