record_id,product_id,production_date,quantity_produced,quantity_defective,production_line_id,shift_id,supervisor_id
R010564,P02083,2022-05-23,645,27,L10564,SH10564,SUP10564
R010565,P21216,2023-04-28,948,11,L10565,SH10565,SUP10565
R010566,P24508,2022-09-09,157,39,L10566,SH10566,SUP10566
R010567,P34583,2022-02-10,362,20,L10567,SH10567,SUP10567
R010568,P17151,2022-06-13,548,26,L10568,SH10568,SUP10568
R010569,P30248,2023-11-04,127,20,L10569,SH10569,SUP10569
R010570,P22217,2022-03-15,320,22,L10570,SH10570,SUP10570
R010571,P13092,2022-08-04,481,13,L10571,SH10571,SUP10571
R010572,P07616,2022-06-25,934,37,L10572,SH10572,SUP10572
R010573,P04803,2022-12-30,19,45,L10573,SH10573,SUP10573
R010574,P21629,2023-09-13,439,38,L10574,SH10574,SUP10574
R010575,P02931,2022-08-10,198,11,L10575,SH10575,SUP10575
R010576,P17825,2022-03-13,153,41,L10576,SH10576,SUP10576
R010577,P05376,2022-10-19,832,50,L10577,SH10577,SUP10577
R010578,P14319,2023-01-16,199,27,L10578,SH10578,SUP10578
R010579,P23031,2022-07-15,993,28,L10579,SH10579,SUP10579
R010580,P03093,2022-02-07,531,10,L10580,SH10580,SUP10580
R010581,P11181,2024-01-19,162,49,L10581,SH10581,SUP10581
R010582,P03347,2022-08-07,811,7,L10582,SH10582,SUP10582
R010583,P13792,2022-11-10,131,40,L10583,SH10583,SUP10583
R010584,P30893,2022-03-12,620,4,L10584,SH10584,SUP10584
R010585,P10072,2023-05-13,631,9,L10585,SH10585,SUP10585
R010586,P02731,2022-12-09,433,8,L10586,SH10586,SUP10586
R010587,P31694,2022-09-23,451,44,L10587,SH10587,SUP10587
R010588,P11681,2023-10-11,429,20,L10588,SH10588,SUP10588
R010589,P16589,2022-11-29,721,35,L10589,SH10589,SUP10589
R010590,P23850,2023-04-23,119,23,L10590,SH10590,SUP10590
R010591,P24729,2023-07-16,45,46,L10591,SH10591,SUP10591
R010592,P11097,2023-01-08,363,10,L10592,SH10592,SUP10592
R010593,P32453,2023-11-07,99,6,L10593,SH10593,SUP10593
R010594,P29893,2022-08-16,60,41,L10594,SH10594,SUP10594
R010595,P27691,2023-03-30,536,36,L10595,SH10595,SUP10595
R010596,P23360,2022-12-01,481,43,L10596,SH10596,SUP10596
R010597,P18689,2023-08-17,798,34,L10597,SH10597,SUP10597
R010598,P01104,2022-02-20,103,13,L10598,SH10598,SUP10598
R010599,P11014,2022-03-06,406,12,L10599,SH10599,SUP10599
R010600,P22658,2022-02-04,717,5,L10600,SH10600,SUP10600
R010601,P22882,2023-10-23,559,9,L10601,SH10601,SUP10601
R010602,P10723,2023-06-17,974,31,L10602,SH10602,SUP10602
R010603,P23162,2023-07-08,543,29,L10603,SH10603,SUP10603
R010604,P09766,2022-09-09,713,44,L10604,SH10604,SUP10604
R010605,P04872,2022-06-27,28,1,L10605,SH10605,SUP10605
R010606,P19770,2022-06-23,315,17,L10606,SH10606,SUP10606
R010607,P10770,2022-05-15,58,33,L10607,SH10607,SUP10607
R010608,P10454,2023-02-19,653,4,L10608,SH10608,SUP10608
R010609,P26495,2022-11-11,191,46,L10609,SH10609,SUP10609
R010610,P07789,2022-11-01,434,1,L10610,SH10610,SUP10610
R010611,P21150,2023-09-26,622,18,L10611,SH10611,SUP10611
R010612,P02479,2023-09-19,365,24,L10612,SH10612,SUP10612
R010613,P33170,2022-03-21,100,27,L10613,SH10613,SUP10613
R010614,P10485,2022-10-02,754,30,L10614,SH10614,SUP10614
R010615,P21692,2022-06-10,857,28,L10615,SH10615,SUP10615
R010616,P30768,2024-01-05,896,17,L10616,SH10616,SUP10616
R010617,P16226,2023-03-05,927,20,L10617,SH10617,SUP10617
R010618,P17939,2023-06-10,121,16,L10618,SH10618,SUP10618
R010619,P11097,2022-12-12,364,30,L10619,SH10619,SUP10619
R010620,P32375,2022-03-29,56,4,L10620,SH10620,SUP10620
R010621,P26246,2022-03-19,146,9,L10621,SH10621,SUP10621
R010622,P13035,2023-02-04,655,45,L10622,SH10622,SUP10622
R010623,P02689,2022-11-13,931,3,L10623,SH10623,SUP10623
R010624,P05145,2022-04-16,727,1,L10624,SH10624,SUP10624
R010625,P20879,2024-01-02,951,30,L10625,SH10625,SUP10625
R010626,P24738,2023-02-05,350,25,L10626,SH10626,SUP10626
R010627,P12108,2022-05-05,184,37,L10627,SH10627,SUP10627
R010628,P03481,2022-04-14,330,47,L10628,SH10628,SUP10628
R010629,P05015,2022-03-01,501,31,L10629,SH10629,SUP10629
R010630,P16928,2023-03-26,562,6,L10630,SH10630,SUP10630
R010631,P31275,2023-05-09,675,42,L10631,SH10631,SUP10631
R010632,P20994,2023-06-28,56,34,L10632,SH10632,SUP10632
R010633,P22027,2022-11-09,696,34,L10633,SH10633,SUP10633
R010634,P00703,2023-05-04,684,31,L10634,SH10634,SUP10634
R010635,P29634,2023-10-08,512,15,L10635,SH10635,SUP10635
R010636,P22540,2023-06-14,291,14,L10636,SH10636,SUP10636
R010637,P13693,2023-09-10,53,48,L10637,SH10637,SUP10637
R010638,P04483,2024-01-06,40,48,L10638,SH10638,SUP10638
R010639,P11101,2023-01-04,292,2,L10639,SH10639,SUP10639
R010640,P27868,2023-08-23,39,30,L10640,SH10640,SUP10640
R010641,P25093,2023-06-08,793,37,L10641,SH10641,SUP10641
R010642,P18520,2023-10-24,927,34,L10642,SH10642,SUP10642
R010643,P10468,2023-06-13,337,37,L10643,SH10643,SUP10643
R010644,P25010,2022-07-07,631,23,L10644,SH10644,SUP10644
R010645,P28957,2022-03-22,798,46,L10645,SH10645,SUP10645
R010646,P22941,2022-06-20,621,30,L10646,SH10646,SUP10646
R010647,P05577,2023-06-14,944,13,L10647,SH10647,SUP10647
R010648,P03481,2022-02-28,175,43,L10648,SH10648,SUP10648
R010649,P15920,2023-01-10,396,44,L10649,SH10649,SUP10649
R010650,P22740,2022-04-05,280,32,L10650,SH10650,SUP10650
R010651,P10137,2023-02-03,771,40,L10651,SH10651,SUP10651
R010652,P04601,2023-12-25,404,34,L10652,SH10652,SUP10652
R010653,P14369,2022-05-29,98,1,L10653,SH10653,SUP10653
R010654,P27788,2023-01-20,632,3,L10654,SH10654,SUP10654
R010655,P03444,2023-09-11,681,8,L10655,SH10655,SUP10655
R010656,P34098,2022-11-25,980,15,L10656,SH10656,SUP10656
R010657,P13484,2022-08-03,490,48,L10657,SH10657,SUP10657
R010658,P03214,2022-07-29,450,50,L10658,SH10658,SUP10658
R010659,P02881,2022-03-23,470,39,L10659,SH10659,SUP10659
R010660,P20203,2023-01-14,187,0,L10660,SH10660,SUP10660
R010661,P26994,2023-09-13,126,39,L10661,SH10661,SUP10661
R010662,P07498,2022-10-14,442,10,L10662,SH10662,SUP10662
R010663,P19809,2023-07-12,563,25,L10663,SH10663,SUP10663
R010664,P08732,2022-04-05,943,46,L10664,SH10664,SUP10664
R010665,P14621,2023-01-07,94,21,L10665,SH10665,SUP10665
R010666,P25843,2023-06-02,97,0,L10666,SH10666,SUP10666
R010667,P28209,2022-05-31,995,39,L10667,SH10667,SUP10667
R010668,P19464,2023-02-08,152,12,L10668,SH10668,SUP10668
R010669,P00798,2022-04-06,166,30,L10669,SH10669,SUP10669
R010670,P14608,2023-10-17,685,28,L10670,SH10670,SUP10670
R010671,P19719,2023-05-27,913,7,L10671,SH10671,SUP10671
R010672,P16923,2023-08-30,949,31,L10672,SH10672,SUP10672
R010673,P20982,2022-05-07,984,48,L10673,SH10673,SUP10673
R010674,P29831,2022-12-16,611,23,L10674,SH10674,SUP10674
R010675,P00237,2023-11-19,963,45,L10675,SH10675,SUP10675
R010676,P23360,2023-04-01,743,27,L10676,SH10676,SUP10676
R010677,P12209,2023-11-30,660,19,L10677,SH10677,SUP10677
R010678,P34930,2023-02-02,966,23,L10678,SH10678,SUP10678
R010679,P19213,2023-08-20,194,26,L10679,SH10679,SUP10679
R010680,P02731,2022-08-15,339,4,L10680,SH10680,SUP10680
R010681,P32224,2022-04-29,864,40,L10681,SH10681,SUP10681
R010682,P14750,2022-12-21,612,8,L10682,SH10682,SUP10682
R010683,P27423,2022-02-01,407,24,L10683,SH10683,SUP10683
R010684,P02378,2023-08-26,102,49,L10684,SH10684,SUP10684
R010685,P30135,2022-06-19,244,43,L10685,SH10685,SUP10685
R010686,P17722,2022-08-11,203,14,L10686,SH10686,SUP10686
R010687,P06930,2023-04-03,119,27,L10687,SH10687,SUP10687
R010688,P10226,2022-04-01,101,40,L10688,SH10688,SUP10688
R010689,P31782,2023-11-28,633,50,L10689,SH10689,SUP10689
R010690,P31396,2023-11-14,820,34,L10690,SH10690,SUP10690
R010691,P15723,2023-09-06,807,12,L10691,SH10691,SUP10691
R010692,P06565,2023-03-23,952,3,L10692,SH10692,SUP10692
R010693,P00095,2023-06-18,535,9,L10693,SH10693,SUP10693
R010694,P07241,2022-06-14,645,43,L10694,SH10694,SUP10694
R010695,P17689,2024-01-03,135,20,L10695,SH10695,SUP10695
R010696,P24424,2022-09-14,294,13,L10696,SH10696,SUP10696
R010697,P23300,2022-10-14,356,23,L10697,SH10697,SUP10697
R010698,P02573,2022-02-08,822,43,L10698,SH10698,SUP10698
R010699,P24748,2022-04-21,764,11,L10699,SH10699,SUP10699
R010700,P11938,2022-10-26,321,49,L10700,SH10700,SUP10700
R010701,P27353,2022-05-05,558,32,L10701,SH10701,SUP10701
R010702,P11007,2023-02-07,732,43,L10702,SH10702,SUP10702
R010703,P18208,2022-04-16,610,16,L10703,SH10703,SUP10703
R010704,P17398,2023-02-09,687,44,L10704,SH10704,SUP10704
R010705,P13282,2022-04-30,414,16,L10705,SH10705,SUP10705
R010706,P18200,2022-02-10,271,45,L10706,SH10706,SUP10706
R010707,P31112,2023-08-05,94,21,L10707,SH10707,SUP10707
R010708,P18307,2022-11-05,28,34,L10708,SH10708,SUP10708
R010709,P22473,2022-10-01,74,40,L10709,SH10709,SUP10709
R010710,P26075,2023-06-13,888,39,L10710,SH10710,SUP10710
R010711,P22250,2023-02-03,195,47,L10711,SH10711,SUP10711
R010712,P33119,2023-08-12,372,15,L10712,SH10712,SUP10712
R010713,P22269,2022-10-06,771,14,L10713,SH10713,SUP10713
R010714,P16649,2023-04-06,556,36,L10714,SH10714,SUP10714
R010715,P07112,2023-12-26,915,22,L10715,SH10715,SUP10715
R010716,P14396,2022-10-17,64,20,L10716,SH10716,SUP10716
R010717,P14156,2022-05-22,797,27,L10717,SH10717,SUP10717
R010718,P32790,2022-07-31,316,20,L10718,SH10718,SUP10718
R010719,P07488,2022-10-05,844,44,L10719,SH10719,SUP10719
R010720,P17148,2023-01-31,188,42,L10720,SH10720,SUP10720
R010721,P28890,2022-02-27,249,40,L10721,SH10721,SUP10721
R010722,P30954,2022-11-26,799,38,L10722,SH10722,SUP10722
R010723,P00812,2024-01-25,266,16,L10723,SH10723,SUP10723
R010724,P25344,2022-11-02,843,15,L10724,SH10724,SUP10724
R010725,P09568,2023-04-04,854,34,L10725,SH10725,SUP10725
R010726,P14830,2022-09-08,889,34,L10726,SH10726,SUP10726
R010727,P17700,2022-04-21,403,48,L10727,SH10727,SUP10727
R010728,P20934,2023-01-15,838,9,L10728,SH10728,SUP10728
R010729,P32576,2023-07-31,988,23,L10729,SH10729,SUP10729
R010730,P23380,2023-05-19,466,47,L10730,SH10730,SUP10730
R010731,P13679,2023-01-29,960,22,L10731,SH10731,SUP10731
R010732,P00042,2022-09-26,768,48,L10732,SH10732,SUP10732
R010733,P03429,2022-12-23,769,33,L10733,SH10733,SUP10733
R010734,P03170,2023-05-06,621,2,L10734,SH10734,SUP10734
R010735,P34920,2023-01-06,708,42,L10735,SH10735,SUP10735
R010736,P11644,2023-03-23,21,47,L10736,SH10736,SUP10736
R010737,P08345,2023-06-15,748,0,L10737,SH10737,SUP10737
R010738,P10921,2023-11-10,308,8,L10738,SH10738,SUP10738
R010739,P19557,2023-10-09,309,29,L10739,SH10739,SUP10739
R010740,P07481,2022-06-27,289,36,L10740,SH10740,SUP10740
R010741,P21077,2022-06-26,225,42,L10741,SH10741,SUP10741
R010742,P33309,2023-06-20,606,38,L10742,SH10742,SUP10742
R010743,P18989,2022-09-04,458,33,L10743,SH10743,SUP10743
R010744,P04823,2022-10-12,82,3,L10744,SH10744,SUP10744
R010745,P24478,2023-02-25,633,48,L10745,SH10745,SUP10745
R010746,P12806,2023-08-16,976,1,L10746,SH10746,SUP10746
R010747,P15020,2022-10-17,620,19,L10747,SH10747,SUP10747
R010748,P01972,2024-01-07,947,34,L10748,SH10748,SUP10748
R010749,P07147,2023-03-27,863,42,L10749,SH10749,SUP10749
R010750,P17461,2022-09-15,490,24,L10750,SH10750,SUP10750
R010751,P07044,2022-04-06,605,46,L10751,SH10751,SUP10751
R010752,P08869,2023-07-07,572,6,L10752,SH10752,SUP10752
R010753,P18696,2022-12-17,972,6,L10753,SH10753,SUP10753
R010754,P25690,2022-09-10,698,13,L10754,SH10754,SUP10754
R010755,P02615,2023-02-16,209,41,L10755,SH10755,SUP10755
R010756,P20421,2022-09-29,153,50,L10756,SH10756,SUP10756
R010757,P08194,2023-12-23,600,21,L10757,SH10757,SUP10757
R010758,P13659,2022-02-21,203,16,L10758,SH10758,SUP10758
R010759,P15472,2023-07-02,357,46,L10759,SH10759,SUP10759
R010760,P30869,2023-04-07,708,9,L10760,SH10760,SUP10760
R010761,P14051,2023-12-21,455,10,L10761,SH10761,SUP10761
R010762,P11438,2022-04-02,802,7,L10762,SH10762,SUP10762
R010763,P15653,2023-02-22,42,3,L10763,SH10763,SUP10763
R010764,P25656,2022-08-01,820,22,L10764,SH10764,SUP10764
R010765,P30363,2022-08-25,985,38,L10765,SH10765,SUP10765
R010766,P33231,2022-09-28,581,21,L10766,SH10766,SUP10766
R010767,P27336,2023-11-13,630,20,L10767,SH10767,SUP10767
R010768,P20758,2022-05-19,709,28,L10768,SH10768,SUP10768
R010769,P25174,2023-04-07,827,41,L10769,SH10769,SUP10769
R010770,P15833,2022-03-14,84,9,L10770,SH10770,SUP10770
R010771,P26513,2022-04-15,874,40,L10771,SH10771,SUP10771
R010772,P20916,2023-07-07,671,4,L10772,SH10772,SUP10772
R010773,P34150,2022-12-08,171,31,L10773,SH10773,SUP10773
R010774,P32379,2023-08-29,121,48,L10774,SH10774,SUP10774
R010775,P25031,2023-09-03,150,35,L10775,SH10775,SUP10775
R010776,P05603,2023-10-18,29,41,L10776,SH10776,SUP10776
R010777,P27439,2023-02-23,804,42,L10777,SH10777,SUP10777
R010778,P34151,2022-07-14,258,44,L10778,SH10778,SUP10778
R010779,P28669,2023-11-19,599,21,L10779,SH10779,SUP10779
R010780,P03202,2023-03-14,388,42,L10780,SH10780,SUP10780
R010781,P08828,2023-11-17,534,44,L10781,SH10781,SUP10781
R010782,P01558,2022-04-21,879,1,L10782,SH10782,SUP10782
R010783,P18055,2023-12-08,695,23,L10783,SH10783,SUP10783
R010784,P34344,2023-02-04,708,49,L10784,SH10784,SUP10784
R010785,P29863,2024-01-17,67,32,L10785,SH10785,SUP10785
R010786,P28569,2022-12-09,66,38,L10786,SH10786,SUP10786
R010787,P34004,2023-12-07,756,33,L10787,SH10787,SUP10787
R010788,P10173,2022-05-29,845,48,L10788,SH10788,SUP10788
R010789,P29420,2022-11-01,264,12,L10789,SH10789,SUP10789
R010790,P06425,2023-05-22,41,47,L10790,SH10790,SUP10790
R010791,P25622,2023-06-03,248,9,L10791,SH10791,SUP10791
R010792,P03942,2022-04-05,536,17,L10792,SH10792,SUP10792
R010793,P17291,2022-04-02,294,40,L10793,SH10793,SUP10793
R010794,P07973,2023-07-11,566,37,L10794,SH10794,SUP10794
R010795,P05978,2023-07-01,776,17,L10795,SH10795,SUP10795
R010796,P03243,2023-11-06,429,4,L10796,SH10796,SUP10796
R010797,P16683,2022-12-25,931,19,L10797,SH10797,SUP10797
R010798,P18033,2022-08-06,743,22,L10798,SH10798,SUP10798
R010799,P27036,2022-09-03,144,24,L10799,SH10799,SUP10799
R010800,P07567,2023-07-30,137,38,L10800,SH10800,SUP10800
R010801,P18399,2023-03-30,906,46,L10801,SH10801,SUP10801
R010802,P07521,2022-09-12,178,17,L10802,SH10802,SUP10802
R010803,P17894,2023-12-10,143,18,L10803,SH10803,SUP10803
R010804,P19244,2023-05-21,75,23,L10804,SH10804,SUP10804
R010805,P20772,2023-10-02,803,48,L10805,SH10805,SUP10805
R010806,P23220,2023-09-03,890,38,L10806,SH10806,SUP10806
R010807,P00826,2024-01-19,30,49,L10807,SH10807,SUP10807
R010808,P03531,2023-07-19,1000,26,L10808,SH10808,SUP10808
R010809,P05784,2023-02-28,57,1,L10809,SH10809,SUP10809
R010810,P18185,2022-02-10,904,36,L10810,SH10810,SUP10810
R010811,P27991,2022-03-24,852,16,L10811,SH10811,SUP10811
R010812,P23058,2023-11-14,953,30,L10812,SH10812,SUP10812
R010813,P21500,2023-09-29,157,2,L10813,SH10813,SUP10813
R010814,P28656,2022-02-14,117,12,L10814,SH10814,SUP10814
R010815,P19800,2023-11-28,81,10,L10815,SH10815,SUP10815
R010816,P07740,2022-12-03,993,16,L10816,SH10816,SUP10816
R010817,P28071,2022-03-22,945,13,L10817,SH10817,SUP10817
R010818,P17614,2023-08-23,405,9,L10818,SH10818,SUP10818
R010819,P07292,2023-05-15,141,50,L10819,SH10819,SUP10819
R010820,P15423,2023-11-27,132,21,L10820,SH10820,SUP10820
R010821,P30620,2023-02-06,573,45,L10821,SH10821,SUP10821
R010822,P08907,2023-02-23,373,31,L10822,SH10822,SUP10822
R010823,P28264,2023-06-02,636,26,L10823,SH10823,SUP10823
R010824,P23662,2022-06-29,133,17,L10824,SH10824,SUP10824
R010825,P09539,2023-04-19,672,6,L10825,SH10825,SUP10825
R010826,P30033,2023-09-02,701,36,L10826,SH10826,SUP10826
R010827,P09453,2023-10-03,482,24,L10827,SH10827,SUP10827
R010828,P26323,2022-08-13,932,34,L10828,SH10828,SUP10828
R010829,P21786,2023-04-13,799,3,L10829,SH10829,SUP10829
R010830,P09872,2022-04-14,226,36,L10830,SH10830,SUP10830
R010831,P02003,2023-07-07,536,6,L10831,SH10831,SUP10831
R010832,P19448,2022-03-12,847,7,L10832,SH10832,SUP10832
R010833,P03682,2022-01-25,989,34,L10833,SH10833,SUP10833
R010834,P27500,2022-06-16,419,22,L10834,SH10834,SUP10834
R010835,P29625,2023-06-18,447,17,L10835,SH10835,SUP10835
R010836,P14195,2022-02-04,907,42,L10836,SH10836,SUP10836
R010837,P17414,2023-08-22,695,11,L10837,SH10837,SUP10837
R010838,P05966,2022-07-30,292,35,L10838,SH10838,SUP10838
R010839,P30416,2022-12-14,149,50,L10839,SH10839,SUP10839
R010840,P08293,2023-11-19,556,38,L10840,SH10840,SUP10840
R010841,P21827,2023-03-15,963,0,L10841,SH10841,SUP10841
R010842,P18938,2022-07-29,618,44,L10842,SH10842,SUP10842
R010843,P06748,2022-03-16,498,30,L10843,SH10843,SUP10843
R010844,P30433,2022-05-18,385,1,L10844,SH10844,SUP10844
R010845,P34387,2022-05-01,523,5,L10845,SH10845,SUP10845
R010846,P27843,2022-06-17,426,38,L10846,SH10846,SUP10846
R010847,P14387,2022-04-20,195,3,L10847,SH10847,SUP10847
R010848,P16105,2022-06-19,267,30,L10848,SH10848,SUP10848
R010849,P04599,2022-10-13,674,49,L10849,SH10849,SUP10849
R010850,P23749,2022-04-20,273,0,L10850,SH10850,SUP10850
R010851,P18650,2022-09-02,349,19,L10851,SH10851,SUP10851
R010852,P29428,2023-05-08,439,31,L10852,SH10852,SUP10852
R010853,P33985,2022-06-13,777,50,L10853,SH10853,SUP10853
R010854,P16077,2023-11-04,206,41,L10854,SH10854,SUP10854
R010855,P06485,2023-10-14,201,48,L10855,SH10855,SUP10855
R010856,P06141,2023-04-11,459,49,L10856,SH10856,SUP10856
R010857,P20647,2023-01-28,906,26,L10857,SH10857,SUP10857
R010858,P04031,2022-02-02,129,8,L10858,SH10858,SUP10858
R010859,P12214,2022-07-09,355,38,L10859,SH10859,SUP10859
R010860,P32085,2022-06-28,367,34,L10860,SH10860,SUP10860
R010861,P15339,2022-02-17,81,32,L10861,SH10861,SUP10861
R010862,P04400,2023-03-16,735,26,L10862,SH10862,SUP10862
R010863,P04286,2023-08-21,299,45,L10863,SH10863,SUP10863
R010864,P05603,2023-07-25,371,4,L10864,SH10864,SUP10864
R010865,P06213,2023-09-03,128,5,L10865,SH10865,SUP10865
R010866,P04665,2023-01-17,562,21,L10866,SH10866,SUP10866
R010867,P23575,2023-02-06,277,44,L10867,SH10867,SUP10867
R010868,P32728,2023-05-26,453,1,L10868,SH10868,SUP10868
R010869,P00982,2024-01-19,736,12,L10869,SH10869,SUP10869
R010870,P17072,2023-12-10,34,46,L10870,SH10870,SUP10870
R010871,P05309,2023-07-30,105,40,L10871,SH10871,SUP10871
R010872,P18909,2022-07-31,957,9,L10872,SH10872,SUP10872
R010873,P19136,2022-03-04,152,10,L10873,SH10873,SUP10873
R010874,P23916,2023-04-24,515,8,L10874,SH10874,SUP10874
R010875,P17831,2023-05-06,199,13,L10875,SH10875,SUP10875
R010876,P28382,2023-05-29,908,32,L10876,SH10876,SUP10876
R010877,P27120,2022-12-25,419,1,L10877,SH10877,SUP10877
R010878,P30491,2022-05-10,84,23,L10878,SH10878,SUP10878
R010879,P31640,2023-04-08,992,14,L10879,SH10879,SUP10879
R010880,P11287,2022-12-11,558,38,L10880,SH10880,SUP10880
R010881,P10647,2023-07-10,982,6,L10881,SH10881,SUP10881
R010882,P27095,2023-01-30,573,34,L10882,SH10882,SUP10882
R010883,P07153,2023-12-24,548,9,L10883,SH10883,SUP10883
R010884,P21690,2022-03-28,869,48,L10884,SH10884,SUP10884
R010885,P22872,2023-10-03,288,17,L10885,SH10885,SUP10885
R010886,P23614,2022-11-24,784,21,L10886,SH10886,SUP10886
R010887,P18967,2022-06-29,463,6,L10887,SH10887,SUP10887
R010888,P02095,2023-04-10,699,36,L10888,SH10888,SUP10888
R010889,P12847,2022-06-08,485,14,L10889,SH10889,SUP10889
R010890,P23612,2023-02-18,492,49,L10890,SH10890,SUP10890
R010891,P03356,2022-11-12,123,23,L10891,SH10891,SUP10891
R010892,P30767,2022-07-13,134,20,L10892,SH10892,SUP10892
R010893,P17295,2023-07-01,830,1,L10893,SH10893,SUP10893
R010894,P15292,2022-07-11,942,49,L10894,SH10894,SUP10894
R010895,P06699,2022-09-03,74,11,L10895,SH10895,SUP10895
R010896,P18477,2022-03-09,477,47,L10896,SH10896,SUP10896
R010897,P18850,2023-03-22,330,26,L10897,SH10897,SUP10897
R010898,P25346,2023-03-09,993,19,L10898,SH10898,SUP10898
R010899,P09343,2022-04-25,91,13,L10899,SH10899,SUP10899
R010900,P11757,2023-06-10,721,24,L10900,SH10900,SUP10900
R010901,P25578,2023-04-07,347,48,L10901,SH10901,SUP10901
R010902,P33116,2022-11-08,339,36,L10902,SH10902,SUP10902
R010903,P12507,2023-04-21,979,10,L10903,SH10903,SUP10903
R010904,P13323,2022-11-06,752,30,L10904,SH10904,SUP10904
R010905,P12514,2023-10-30,715,22,L10905,SH10905,SUP10905
R010906,P11687,2023-03-22,990,48,L10906,SH10906,SUP10906
R010907,P18044,2022-03-12,701,30,L10907,SH10907,SUP10907
R010908,P34888,2022-09-09,464,10,L10908,SH10908,SUP10908
R010909,P23855,2023-09-15,608,1,L10909,SH10909,SUP10909
R010910,P29906,2023-08-06,749,50,L10910,SH10910,SUP10910
R010911,P03937,2022-09-29,710,44,L10911,SH10911,SUP10911
R010912,P33397,2022-05-26,560,9,L10912,SH10912,SUP10912
R010913,P14001,2022-11-25,161,50,L10913,SH10913,SUP10913
R010914,P18583,2022-08-01,711,29,L10914,SH10914,SUP10914
R010915,P07090,2023-01-21,852,29,L10915,SH10915,SUP10915
R010916,P07521,2023-05-17,530,31,L10916,SH10916,SUP10916
R010917,P20789,2022-11-27,78,50,L10917,SH10917,SUP10917
R010918,P17525,2024-01-20,539,25,L10918,SH10918,SUP10918
R010919,P04719,2022-12-02,692,29,L10919,SH10919,SUP10919
R010920,P23875,2023-02-12,18,0,L10920,SH10920,SUP10920
R010921,P24193,2022-10-19,59,12,L10921,SH10921,SUP10921
R010922,P21423,2022-10-16,729,32,L10922,SH10922,SUP10922
R010923,P09898,2022-05-15,182,34,L10923,SH10923,SUP10923
R010924,P29628,2022-11-18,454,37,L10924,SH10924,SUP10924
R010925,P02744,2022-08-11,999,23,L10925,SH10925,SUP10925
R010926,P11766,2023-01-18,983,11,L10926,SH10926,SUP10926
R010927,P10662,2022-03-17,342,1,L10927,SH10927,SUP10927
R010928,P23459,2023-07-20,418,28,L10928,SH10928,SUP10928
R010929,P20561,2023-11-21,818,18,L10929,SH10929,SUP10929
R010930,P25640,2023-12-20,487,35,L10930,SH10930,SUP10930
R010931,P20128,2022-02-15,651,46,L10931,SH10931,SUP10931
R010932,P26954,2022-08-29,175,3,L10932,SH10932,SUP10932
R010933,P15347,2023-01-25,362,30,L10933,SH10933,SUP10933
R010934,P04637,2022-07-19,795,45,L10934,SH10934,SUP10934
R010935,P05854,2023-05-20,249,5,L10935,SH10935,SUP10935
R010936,P29702,2023-11-16,176,28,L10936,SH10936,SUP10936
R010937,P23999,2024-01-23,917,15,L10937,SH10937,SUP10937
R010938,P18860,2023-03-11,284,18,L10938,SH10938,SUP10938
R010939,P22753,2023-08-11,154,7,L10939,SH10939,SUP10939
R010940,P16963,2023-01-25,680,47,L10940,SH10940,SUP10940
R010941,P10241,2023-01-17,600,8,L10941,SH10941,SUP10941
R010942,P01381,2022-12-13,320,0,L10942,SH10942,SUP10942
R010943,P28802,2022-03-23,828,12,L10943,SH10943,SUP10943
R010944,P34023,2023-05-19,386,42,L10944,SH10944,SUP10944
R010945,P13177,2022-03-16,476,33,L10945,SH10945,SUP10945
R010946,P26404,2023-08-17,961,31,L10946,SH10946,SUP10946
R010947,P08838,2023-04-16,591,36,L10947,SH10947,SUP10947
R010948,P31951,2022-05-01,486,48,L10948,SH10948,SUP10948
R010949,P18744,2022-11-10,837,5,L10949,SH10949,SUP10949
R010950,P12742,2023-11-11,659,20,L10950,SH10950,SUP10950
R010951,P04232,2023-03-06,690,36,L10951,SH10951,SUP10951
R010952,P04889,2024-01-06,870,9,L10952,SH10952,SUP10952
R010953,P24771,2022-07-11,92,37,L10953,SH10953,SUP10953
R010954,P32259,2022-11-23,152,34,L10954,SH10954,SUP10954
R010955,P07228,2023-03-17,21,4,L10955,SH10955,SUP10955
R010956,P05194,2024-01-15,568,12,L10956,SH10956,SUP10956
R010957,P28971,2023-01-18,604,40,L10957,SH10957,SUP10957
R010958,P29656,2022-06-30,573,37,L10958,SH10958,SUP10958
R010959,P16517,2022-03-11,376,49,L10959,SH10959,SUP10959
R010960,P03966,2023-10-12,660,4,L10960,SH10960,SUP10960
R010961,P12105,2023-11-04,251,5,L10961,SH10961,SUP10961
R010962,P33708,2022-10-24,113,23,L10962,SH10962,SUP10962
R010963,P04903,2023-07-06,436,27,L10963,SH10963,SUP10963
R010964,P13329,2022-07-29,869,37,L10964,SH10964,SUP10964
R010965,P10067,2023-01-20,435,45,L10965,SH10965,SUP10965
R010966,P22893,2023-06-17,954,40,L10966,SH10966,SUP10966
R010967,P09995,2023-05-23,995,36,L10967,SH10967,SUP10967
R010968,P11946,2022-11-02,357,12,L10968,SH10968,SUP10968
R010969,P07140,2022-05-10,986,49,L10969,SH10969,SUP10969
R010970,P04071,2022-04-10,731,34,L10970,SH10970,SUP10970
R010971,P06963,2023-03-23,331,19,L10971,SH10971,SUP10971
R010972,P00678,2023-01-16,336,1,L10972,SH10972,SUP10972
R010973,P05375,2022-08-12,665,0,L10973,SH10973,SUP10973
