record_id,product_id,production_date,quantity_produced,quantity_defective,production_line_id,shift_id,supervisor_id
R037668,P12513,2022-12-13,89,16,L37668,SH37668,SUP37668
R037669,P06066,2022-07-21,969,1,L37669,SH37669,SUP37669
R037670,P32741,2023-08-21,357,28,L37670,SH37670,SUP37670
R037671,P16215,2023-08-08,95,49,L37671,SH37671,SUP37671
R037672,P33766,2023-10-08,24,17,L37672,SH37672,SUP37672
R037673,P18467,2022-04-16,923,49,L37673,SH37673,SUP37673
R037674,P19531,2023-02-06,449,45,L37674,SH37674,SUP37674
R037675,P00482,2022-09-10,703,38,L37675,SH37675,SUP37675
R037676,P00511,2023-02-11,568,19,L37676,SH37676,SUP37676
R037677,P30099,2023-10-08,179,48,L37677,SH37677,SUP37677
R037678,P29807,2022-10-28,878,44,L37678,SH37678,SUP37678
R037679,P01337,2022-08-20,115,5,L37679,SH37679,SUP37679
R037680,P23733,2023-03-28,300,25,L37680,SH37680,SUP37680
R037681,P13045,2023-09-14,847,42,L37681,SH37681,SUP37681
R037682,P19589,2023-07-07,914,15,L37682,SH37682,SUP37682
R037683,P02461,2023-04-14,422,32,L37683,SH37683,SUP37683
R037684,P08260,2023-11-23,476,11,L37684,SH37684,SUP37684
R037685,P08702,2022-05-19,170,44,L37685,SH37685,SUP37685
R037686,P32384,2023-08-23,222,42,L37686,SH37686,SUP37686
R037687,P33169,2022-08-21,32,12,L37687,SH37687,SUP37687
R037688,P20509,2023-07-17,175,6,L37688,SH37688,SUP37688
R037689,P02327,2023-02-24,408,7,L37689,SH37689,SUP37689
R037690,P01917,2023-02-09,674,17,L37690,SH37690,SUP37690
R037691,P13075,2023-08-17,158,32,L37691,SH37691,SUP37691
R037692,P06151,2023-06-02,833,43,L37692,SH37692,SUP37692
R037693,P14700,2024-01-02,50,30,L37693,SH37693,SUP37693
R037694,P02955,2023-09-29,653,49,L37694,SH37694,SUP37694
R037695,P27484,2022-08-18,176,20,L37695,SH37695,SUP37695
R037696,P02812,2023-12-25,213,39,L37696,SH37696,SUP37696
R037697,P15294,2023-10-08,247,29,L37697,SH37697,SUP37697
R037698,P09749,2023-06-18,14,10,L37698,SH37698,SUP37698
R037699,P15375,2023-07-18,910,32,L37699,SH37699,SUP37699
R037700,P28731,2023-06-20,223,27,L37700,SH37700,SUP37700
R037701,P32934,2022-02-06,69,8,L37701,SH37701,SUP37701
R037702,P02255,2024-01-06,695,31,L37702,SH37702,SUP37702
R037703,P05896,2023-08-15,34,32,L37703,SH37703,SUP37703
R037704,P28716,2022-01-30,625,7,L37704,SH37704,SUP37704
R037705,P17608,2022-04-01,544,31,L37705,SH37705,SUP37705
R037706,P00160,2022-10-12,220,35,L37706,SH37706,SUP37706
R037707,P20135,2024-01-21,6,17,L37707,SH37707,SUP37707
R037708,P07441,2022-07-28,103,11,L37708,SH37708,SUP37708
R037709,P25783,2023-12-31,862,44,L37709,SH37709,SUP37709
R037710,P09239,2023-08-30,555,18,L37710,SH37710,SUP37710
R037711,P15143,2022-11-07,866,15,L37711,SH37711,SUP37711
R037712,P05671,2023-04-15,696,17,L37712,SH37712,SUP37712
R037713,P11292,2022-06-14,12,24,L37713,SH37713,SUP37713
R037714,P23501,2024-01-06,618,43,L37714,SH37714,SUP37714
R037715,P11195,2022-09-20,92,29,L37715,SH37715,SUP37715
R037716,P01777,2022-08-11,267,47,L37716,SH37716,SUP37716
R037717,P18463,2022-09-13,106,28,L37717,SH37717,SUP37717
R037718,P00821,2023-12-18,769,4,L37718,SH37718,SUP37718
R037719,P03518,2023-11-17,977,41,L37719,SH37719,SUP37719
R037720,P24185,2022-06-25,228,20,L37720,SH37720,SUP37720
R037721,P03061,2023-07-28,666,8,L37721,SH37721,SUP37721
R037722,P15647,2023-08-17,669,5,L37722,SH37722,SUP37722
R037723,P22070,2023-09-21,462,32,L37723,SH37723,SUP37723
R037724,P04043,2023-07-24,758,3,L37724,SH37724,SUP37724
R037725,P09753,2022-07-21,858,15,L37725,SH37725,SUP37725
R037726,P30792,2023-09-07,338,7,L37726,SH37726,SUP37726
R037727,P14537,2023-03-03,348,1,L37727,SH37727,SUP37727
R037728,P07615,2023-05-12,86,0,L37728,SH37728,SUP37728
R037729,P06846,2023-09-20,307,5,L37729,SH37729,SUP37729
R037730,P02282,2022-08-27,326,26,L37730,SH37730,SUP37730
R037731,P26655,2023-07-15,218,44,L37731,SH37731,SUP37731
R037732,P19611,2023-03-15,451,37,L37732,SH37732,SUP37732
R037733,P22444,2022-01-31,407,28,L37733,SH37733,SUP37733
R037734,P12659,2022-04-13,183,18,L37734,SH37734,SUP37734
R037735,P24080,2022-08-26,579,24,L37735,SH37735,SUP37735
R037736,P26205,2022-09-30,789,44,L37736,SH37736,SUP37736
R037737,P18251,2022-10-28,587,38,L37737,SH37737,SUP37737
R037738,P26343,2023-06-22,19,22,L37738,SH37738,SUP37738
R037739,P23486,2022-06-03,529,21,L37739,SH37739,SUP37739
R037740,P04653,2023-08-18,309,20,L37740,SH37740,SUP37740
R037741,P27525,2022-12-19,894,9,L37741,SH37741,SUP37741
R037742,P10367,2024-01-21,610,0,L37742,SH37742,SUP37742
R037743,P27393,2023-02-23,190,38,L37743,SH37743,SUP37743
R037744,P04118,2023-01-23,542,36,L37744,SH37744,SUP37744
R037745,P11860,2023-03-13,906,44,L37745,SH37745,SUP37745
R037746,P24952,2022-05-18,809,45,L37746,SH37746,SUP37746
R037747,P09166,2023-03-26,300,30,L37747,SH37747,SUP37747
R037748,P24390,2023-01-09,731,10,L37748,SH37748,SUP37748
R037749,P28564,2023-05-06,632,3,L37749,SH37749,SUP37749
R037750,P03671,2023-02-05,938,27,L37750,SH37750,SUP37750
R037751,P30611,2023-05-08,649,50,L37751,SH37751,SUP37751
R037752,P18549,2022-04-28,559,36,L37752,SH37752,SUP37752
R037753,P31729,2022-08-03,239,31,L37753,SH37753,SUP37753
R037754,P11152,2022-09-03,168,46,L37754,SH37754,SUP37754
R037755,P16676,2023-01-29,763,32,L37755,SH37755,SUP37755
R037756,P16199,2023-01-04,257,2,L37756,SH37756,SUP37756
R037757,P31489,2022-12-18,210,30,L37757,SH37757,SUP37757
R037758,P02666,2023-04-21,686,15,L37758,SH37758,SUP37758
R037759,P08517,2023-06-30,934,17,L37759,SH37759,SUP37759
R037760,P19172,2022-09-26,263,13,L37760,SH37760,SUP37760
R037761,P16709,2024-01-08,656,41,L37761,SH37761,SUP37761
R037762,P22277,2023-08-01,292,35,L37762,SH37762,SUP37762
R037763,P19307,2022-08-07,878,14,L37763,SH37763,SUP37763
R037764,P09484,2023-03-13,646,8,L37764,SH37764,SUP37764
R037765,P23313,2022-10-16,988,39,L37765,SH37765,SUP37765
R037766,P23065,2023-08-22,581,3,L37766,SH37766,SUP37766
R037767,P30991,2022-07-11,401,50,L37767,SH37767,SUP37767
R037768,P26698,2023-11-02,861,26,L37768,SH37768,SUP37768
R037769,P34059,2022-10-03,383,32,L37769,SH37769,SUP37769
R037770,P08156,2023-07-15,150,1,L37770,SH37770,SUP37770
R037771,P13225,2023-06-14,770,34,L37771,SH37771,SUP37771
R037772,P32979,2022-05-18,201,35,L37772,SH37772,SUP37772
R037773,P26590,2022-10-27,858,35,L37773,SH37773,SUP37773
R037774,P20698,2022-11-06,823,29,L37774,SH37774,SUP37774
R037775,P31452,2023-01-08,800,45,L37775,SH37775,SUP37775
R037776,P20652,2022-05-07,541,39,L37776,SH37776,SUP37776
R037777,P20823,2022-02-19,501,30,L37777,SH37777,SUP37777
R037778,P28653,2024-01-04,984,29,L37778,SH37778,SUP37778
R037779,P20250,2022-08-26,769,48,L37779,SH37779,SUP37779
R037780,P23098,2022-10-30,190,35,L37780,SH37780,SUP37780
R037781,P16849,2022-12-01,456,21,L37781,SH37781,SUP37781
R037782,P24736,2022-08-23,627,12,L37782,SH37782,SUP37782
R037783,P31642,2023-09-06,310,16,L37783,SH37783,SUP37783
R037784,P30396,2023-04-20,583,32,L37784,SH37784,SUP37784
R037785,P07432,2022-10-17,665,37,L37785,SH37785,SUP37785
R037786,P27143,2023-04-15,355,33,L37786,SH37786,SUP37786
R037787,P21280,2022-04-14,844,2,L37787,SH37787,SUP37787
R037788,P04258,2022-03-07,526,44,L37788,SH37788,SUP37788
R037789,P11675,2022-05-22,786,18,L37789,SH37789,SUP37789
R037790,P28187,2023-02-13,839,33,L37790,SH37790,SUP37790
R037791,P02921,2023-11-14,731,31,L37791,SH37791,SUP37791
R037792,P25799,2022-04-18,937,22,L37792,SH37792,SUP37792
R037793,P14544,2022-03-12,327,19,L37793,SH37793,SUP37793
R037794,P20659,2023-06-15,673,10,L37794,SH37794,SUP37794
R037795,P16924,2022-02-03,113,44,L37795,SH37795,SUP37795
R037796,P08686,2023-06-27,140,35,L37796,SH37796,SUP37796
R037797,P04534,2022-04-25,943,0,L37797,SH37797,SUP37797
R037798,P23319,2022-03-01,190,16,L37798,SH37798,SUP37798
R037799,P12313,2023-03-06,455,49,L37799,SH37799,SUP37799
R037800,P28607,2022-12-14,176,21,L37800,SH37800,SUP37800
R037801,P09085,2022-08-07,651,12,L37801,SH37801,SUP37801
R037802,P32252,2022-03-16,808,30,L37802,SH37802,SUP37802
R037803,P08995,2023-08-18,147,2,L37803,SH37803,SUP37803
R037804,P18360,2022-07-16,195,15,L37804,SH37804,SUP37804
R037805,P17791,2023-09-29,76,1,L37805,SH37805,SUP37805
R037806,P26820,2022-09-03,855,13,L37806,SH37806,SUP37806
R037807,P21521,2022-12-04,707,11,L37807,SH37807,SUP37807
R037808,P30941,2023-03-29,232,14,L37808,SH37808,SUP37808
R037809,P09135,2023-08-19,536,37,L37809,SH37809,SUP37809
R037810,P25911,2023-04-24,449,45,L37810,SH37810,SUP37810
R037811,P03770,2022-12-19,210,48,L37811,SH37811,SUP37811
R037812,P14304,2023-01-19,351,50,L37812,SH37812,SUP37812
R037813,P24459,2023-08-09,153,24,L37813,SH37813,SUP37813
R037814,P07591,2022-07-25,699,20,L37814,SH37814,SUP37814
R037815,P14921,2023-07-07,771,15,L37815,SH37815,SUP37815
R037816,P03301,2022-07-04,436,16,L37816,SH37816,SUP37816
R037817,P34263,2022-11-06,40,11,L37817,SH37817,SUP37817
R037818,P08982,2023-07-19,538,0,L37818,SH37818,SUP37818
R037819,P30968,2023-10-27,875,47,L37819,SH37819,SUP37819
R037820,P14050,2022-05-11,95,2,L37820,SH37820,SUP37820
R037821,P19519,2023-04-30,919,9,L37821,SH37821,SUP37821
R037822,P11271,2023-11-25,552,41,L37822,SH37822,SUP37822
R037823,P07809,2023-09-25,548,21,L37823,SH37823,SUP37823
R037824,P33021,2023-12-13,297,40,L37824,SH37824,SUP37824
R037825,P19982,2023-04-07,407,10,L37825,SH37825,SUP37825
R037826,P28669,2022-09-18,628,25,L37826,SH37826,SUP37826
R037827,P03477,2023-07-10,458,12,L37827,SH37827,SUP37827
R037828,P08699,2023-02-10,844,50,L37828,SH37828,SUP37828
R037829,P16872,2023-12-13,699,49,L37829,SH37829,SUP37829
R037830,P02841,2023-12-14,430,4,L37830,SH37830,SUP37830
R037831,P31682,2023-11-23,580,0,L37831,SH37831,SUP37831
R037832,P14483,2022-01-26,106,18,L37832,SH37832,SUP37832
R037833,P29606,2022-03-16,37,15,L37833,SH37833,SUP37833
R037834,P02981,2022-03-28,958,20,L37834,SH37834,SUP37834
R037835,P26932,2023-07-12,692,33,L37835,SH37835,SUP37835
R037836,P09152,2023-10-29,879,14,L37836,SH37836,SUP37836
R037837,P07899,2023-03-26,977,33,L37837,SH37837,SUP37837
R037838,P33536,2023-08-30,871,7,L37838,SH37838,SUP37838
R037839,P11806,2023-01-27,648,22,L37839,SH37839,SUP37839
R037840,P24259,2023-06-07,42,9,L37840,SH37840,SUP37840
R037841,P06408,2023-12-12,194,3,L37841,SH37841,SUP37841
R037842,P12112,2023-09-14,946,5,L37842,SH37842,SUP37842
R037843,P23894,2023-02-06,476,27,L37843,SH37843,SUP37843
R037844,P19339,2023-11-26,992,9,L37844,SH37844,SUP37844
R037845,P26876,2023-10-05,434,9,L37845,SH37845,SUP37845
R037846,P23844,2024-01-01,316,6,L37846,SH37846,SUP37846
R037847,P00743,2023-01-11,680,1,L37847,SH37847,SUP37847
R037848,P21221,2023-03-11,349,11,L37848,SH37848,SUP37848
R037849,P21127,2022-03-23,962,3,L37849,SH37849,SUP37849
R037850,P34864,2022-03-12,151,11,L37850,SH37850,SUP37850
R037851,P29502,2022-10-01,31,50,L37851,SH37851,SUP37851
R037852,P26450,2023-02-11,139,50,L37852,SH37852,SUP37852
R037853,P32364,2023-12-19,752,22,L37853,SH37853,SUP37853
R037854,P02070,2022-03-08,571,21,L37854,SH37854,SUP37854
R037855,P03001,2022-10-17,670,32,L37855,SH37855,SUP37855
R037856,P13593,2023-05-10,980,27,L37856,SH37856,SUP37856
R037857,P11239,2024-01-20,70,13,L37857,SH37857,SUP37857
R037858,P09620,2023-04-18,42,8,L37858,SH37858,SUP37858
R037859,P20570,2022-03-26,929,44,L37859,SH37859,SUP37859
R037860,P17683,2023-02-24,756,49,L37860,SH37860,SUP37860
R037861,P24521,2023-12-20,27,19,L37861,SH37861,SUP37861
R037862,P11077,2022-05-29,131,7,L37862,SH37862,SUP37862
R037863,P31327,2023-07-16,897,1,L37863,SH37863,SUP37863
R037864,P12882,2022-04-05,343,32,L37864,SH37864,SUP37864
R037865,P32073,2022-09-27,621,40,L37865,SH37865,SUP37865
R037866,P11223,2022-02-17,666,50,L37866,SH37866,SUP37866
R037867,P13382,2023-01-09,949,19,L37867,SH37867,SUP37867
R037868,P25792,2023-04-21,570,21,L37868,SH37868,SUP37868
R037869,P02128,2023-10-07,635,6,L37869,SH37869,SUP37869
R037870,P07314,2023-06-09,761,44,L37870,SH37870,SUP37870
R037871,P17350,2023-03-05,741,29,L37871,SH37871,SUP37871
R037872,P16256,2023-09-03,653,20,L37872,SH37872,SUP37872
R037873,P15184,2022-04-08,361,33,L37873,SH37873,SUP37873
R037874,P10448,2023-02-26,654,32,L37874,SH37874,SUP37874
R037875,P29010,2023-07-10,318,50,L37875,SH37875,SUP37875
R037876,P10359,2022-09-26,628,34,L37876,SH37876,SUP37876
R037877,P21238,2022-05-10,884,28,L37877,SH37877,SUP37877
R037878,P00844,2022-02-26,907,49,L37878,SH37878,SUP37878
R037879,P31718,2022-10-23,413,47,L37879,SH37879,SUP37879
R037880,P11921,2022-11-14,186,50,L37880,SH37880,SUP37880
R037881,P26493,2022-08-19,322,2,L37881,SH37881,SUP37881
R037882,P00213,2023-05-12,530,24,L37882,SH37882,SUP37882
R037883,P33334,2022-11-09,853,43,L37883,SH37883,SUP37883
R037884,P30927,2023-01-10,801,24,L37884,SH37884,SUP37884
R037885,P19987,2023-05-09,271,39,L37885,SH37885,SUP37885
R037886,P05527,2023-10-14,12,23,L37886,SH37886,SUP37886
R037887,P18227,2022-10-24,938,4,L37887,SH37887,SUP37887
R037888,P05977,2022-08-08,602,14,L37888,SH37888,SUP37888
R037889,P05278,2022-12-28,598,26,L37889,SH37889,SUP37889
R037890,P17985,2023-07-27,678,5,L37890,SH37890,SUP37890
R037891,P14326,2023-01-02,849,36,L37891,SH37891,SUP37891
R037892,P33588,2023-06-06,91,48,L37892,SH37892,SUP37892
R037893,P28246,2022-10-05,869,12,L37893,SH37893,SUP37893
R037894,P16229,2023-12-01,991,0,L37894,SH37894,SUP37894
R037895,P28120,2023-01-27,842,48,L37895,SH37895,SUP37895
R037896,P05163,2022-07-31,191,10,L37896,SH37896,SUP37896
R037897,P34556,2023-05-08,718,45,L37897,SH37897,SUP37897
R037898,P13645,2022-04-16,598,17,L37898,SH37898,SUP37898
R037899,P28944,2023-10-03,180,3,L37899,SH37899,SUP37899
R037900,P02717,2023-02-21,957,35,L37900,SH37900,SUP37900
R037901,P25243,2023-06-18,397,45,L37901,SH37901,SUP37901
R037902,P31904,2023-12-12,998,36,L37902,SH37902,SUP37902
R037903,P21042,2023-12-29,829,17,L37903,SH37903,SUP37903
R037904,P22121,2024-01-07,638,3,L37904,SH37904,SUP37904
R037905,P09128,2022-03-06,14,15,L37905,SH37905,SUP37905
R037906,P00033,2023-12-16,723,28,L37906,SH37906,SUP37906
R037907,P02506,2023-03-05,792,39,L37907,SH37907,SUP37907
R037908,P11647,2022-11-26,210,12,L37908,SH37908,SUP37908
R037909,P13457,2023-08-11,994,15,L37909,SH37909,SUP37909
R037910,P33901,2022-08-22,886,32,L37910,SH37910,SUP37910
R037911,P25807,2022-04-03,87,40,L37911,SH37911,SUP37911
R037912,P31457,2022-05-04,187,6,L37912,SH37912,SUP37912
R037913,P05464,2023-06-22,526,12,L37913,SH37913,SUP37913
R037914,P13384,2023-04-21,500,27,L37914,SH37914,SUP37914
R037915,P26933,2023-09-18,282,40,L37915,SH37915,SUP37915
R037916,P08747,2022-02-28,234,19,L37916,SH37916,SUP37916
R037917,P06235,2023-08-29,795,5,L37917,SH37917,SUP37917
R037918,P24051,2022-03-14,987,42,L37918,SH37918,SUP37918
R037919,P04452,2023-06-20,839,35,L37919,SH37919,SUP37919
R037920,P24194,2022-02-20,340,45,L37920,SH37920,SUP37920
R037921,P19035,2022-01-28,974,13,L37921,SH37921,SUP37921
R037922,P31247,2023-09-02,17,10,L37922,SH37922,SUP37922
R037923,P21089,2022-09-12,396,16,L37923,SH37923,SUP37923
R037924,P28939,2022-09-19,726,1,L37924,SH37924,SUP37924
R037925,P00940,2023-12-06,317,15,L37925,SH37925,SUP37925
R037926,P19342,2023-07-13,896,50,L37926,SH37926,SUP37926
R037927,P32643,2023-03-28,491,49,L37927,SH37927,SUP37927
R037928,P00223,2023-04-17,744,12,L37928,SH37928,SUP37928
R037929,P18479,2022-03-02,761,46,L37929,SH37929,SUP37929
R037930,P23472,2023-07-15,81,18,L37930,SH37930,SUP37930
R037931,P24636,2022-12-21,907,38,L37931,SH37931,SUP37931
R037932,P03118,2022-06-18,334,43,L37932,SH37932,SUP37932
R037933,P32656,2023-04-08,662,38,L37933,SH37933,SUP37933
R037934,P04736,2023-01-13,639,45,L37934,SH37934,SUP37934
R037935,P09838,2022-06-17,852,15,L37935,SH37935,SUP37935
R037936,P09623,2023-07-06,815,28,L37936,SH37936,SUP37936
R037937,P03806,2022-05-04,966,0,L37937,SH37937,SUP37937
R037938,P16945,2022-07-17,65,32,L37938,SH37938,SUP37938
R037939,P21539,2023-01-19,541,22,L37939,SH37939,SUP37939
R037940,P18325,2022-10-16,683,29,L37940,SH37940,SUP37940
R037941,P32174,2022-06-14,956,16,L37941,SH37941,SUP37941
R037942,P05048,2022-12-09,18,21,L37942,SH37942,SUP37942
R037943,P08562,2023-03-28,8,8,L37943,SH37943,SUP37943
R037944,P18742,2023-01-19,796,43,L37944,SH37944,SUP37944
R037945,P11229,2023-01-06,627,49,L37945,SH37945,SUP37945
R037946,P00431,2023-02-06,81,5,L37946,SH37946,SUP37946
R037947,P06153,2022-04-18,393,29,L37947,SH37947,SUP37947
R037948,P13050,2023-12-12,519,15,L37948,SH37948,SUP37948
R037949,P01792,2023-05-13,290,10,L37949,SH37949,SUP37949
R037950,P02193,2023-08-16,596,36,L37950,SH37950,SUP37950
R037951,P16017,2023-04-08,451,27,L37951,SH37951,SUP37951
R037952,P16630,2023-06-01,302,7,L37952,SH37952,SUP37952
R037953,P08589,2023-11-24,683,3,L37953,SH37953,SUP37953
R037954,P34238,2022-05-29,562,7,L37954,SH37954,SUP37954
R037955,P14547,2023-05-18,392,5,L37955,SH37955,SUP37955
R037956,P07438,2022-11-14,718,7,L37956,SH37956,SUP37956
R037957,P24248,2023-05-28,208,32,L37957,SH37957,SUP37957
R037958,P07646,2023-03-17,532,11,L37958,SH37958,SUP37958
R037959,P09611,2022-06-27,880,45,L37959,SH37959,SUP37959
R037960,P09185,2023-04-28,894,23,L37960,SH37960,SUP37960
R037961,P18214,2024-01-08,407,0,L37961,SH37961,SUP37961
R037962,P10936,2023-08-18,912,14,L37962,SH37962,SUP37962
R037963,P15114,2024-01-07,798,24,L37963,SH37963,SUP37963
R037964,P04054,2023-04-03,92,16,L37964,SH37964,SUP37964
R037965,P19650,2022-07-26,75,50,L37965,SH37965,SUP37965
R037966,P29277,2023-06-18,110,13,L37966,SH37966,SUP37966
R037967,P01670,2022-05-16,260,33,L37967,SH37967,SUP37967
R037968,P19095,2023-04-23,35,0,L37968,SH37968,SUP37968
R037969,P28354,2023-04-25,24,25,L37969,SH37969,SUP37969
R037970,P22111,2022-06-27,755,14,L37970,SH37970,SUP37970
R037971,P11674,2022-11-09,75,18,L37971,SH37971,SUP37971
R037972,P30288,2022-05-16,73,29,L37972,SH37972,SUP37972
R037973,P15548,2023-07-15,728,37,L37973,SH37973,SUP37973
R037974,P31043,2022-12-26,926,18,L37974,SH37974,SUP37974
R037975,P32652,2022-02-18,228,0,L37975,SH37975,SUP37975
R037976,P29488,2023-07-16,369,40,L37976,SH37976,SUP37976
R037977,P12519,2022-04-16,696,10,L37977,SH37977,SUP37977
R037978,P02656,2023-02-25,757,22,L37978,SH37978,SUP37978
R037979,P27692,2022-10-24,25,2,L37979,SH37979,SUP37979
R037980,P06944,2022-05-18,929,18,L37980,SH37980,SUP37980
R037981,P06705,2022-03-15,775,49,L37981,SH37981,SUP37981
R037982,P12883,2022-06-19,929,29,L37982,SH37982,SUP37982
R037983,P24578,2023-02-21,681,17,L37983,SH37983,SUP37983
R037984,P33176,2022-05-14,409,36,L37984,SH37984,SUP37984
R037985,P15467,2022-05-16,194,49,L37985,SH37985,SUP37985
R037986,P07020,2023-11-14,968,12,L37986,SH37986,SUP37986
R037987,P03244,2022-03-29,633,16,L37987,SH37987,SUP37987
R037988,P06253,2022-09-10,858,21,L37988,SH37988,SUP37988
R037989,P25474,2022-01-31,162,12,L37989,SH37989,SUP37989
R037990,P12514,2022-04-04,973,15,L37990,SH37990,SUP37990
R037991,P07391,2023-05-27,361,32,L37991,SH37991,SUP37991
R037992,P18866,2023-03-16,883,15,L37992,SH37992,SUP37992
R037993,P24600,2022-12-02,204,38,L37993,SH37993,SUP37993
R037994,P31641,2023-09-01,956,29,L37994,SH37994,SUP37994
R037995,P10565,2023-10-01,996,33,L37995,SH37995,SUP37995
R037996,P28508,2022-12-25,321,24,L37996,SH37996,SUP37996
R037997,P01952,2023-04-02,129,22,L37997,SH37997,SUP37997
R037998,P10316,2022-11-13,92,40,L37998,SH37998,SUP37998
R037999,P22104,2023-12-15,231,43,L37999,SH37999,SUP37999
R038000,P03621,2022-09-02,754,4,L38000,SH38000,SUP38000
R038001,P31161,2023-03-30,369,32,L38001,SH38001,SUP38001
R038002,P29812,2022-09-19,64,13,L38002,SH38002,SUP38002
R038003,P09292,2023-08-18,347,13,L38003,SH38003,SUP38003
R038004,P33263,2024-01-23,72,8,L38004,SH38004,SUP38004
R038005,P03727,2023-04-17,636,22,L38005,SH38005,SUP38005
R038006,P23834,2022-10-19,970,2,L38006,SH38006,SUP38006
R038007,P33804,2023-10-04,791,48,L38007,SH38007,SUP38007
R038008,P03011,2022-04-04,411,14,L38008,SH38008,SUP38008
R038009,P22799,2023-11-18,408,25,L38009,SH38009,SUP38009
R038010,P18076,2023-08-11,621,42,L38010,SH38010,SUP38010
R038011,P11194,2023-08-04,927,31,L38011,SH38011,SUP38011
R038012,P15140,2023-12-21,563,41,L38012,SH38012,SUP38012
R038013,P24560,2023-07-31,573,34,L38013,SH38013,SUP38013
R038014,P10195,2023-03-13,954,41,L38014,SH38014,SUP38014
R038015,P13743,2023-01-05,13,49,L38015,SH38015,SUP38015
R038016,P30317,2023-12-06,459,37,L38016,SH38016,SUP38016
R038017,P17412,2023-07-21,604,49,L38017,SH38017,SUP38017
R038018,P11812,2023-08-30,307,30,L38018,SH38018,SUP38018
R038019,P13187,2022-02-26,293,49,L38019,SH38019,SUP38019
R038020,P25139,2024-01-17,152,10,L38020,SH38020,SUP38020
R038021,P32664,2023-08-26,291,7,L38021,SH38021,SUP38021
R038022,P02616,2022-11-30,722,18,L38022,SH38022,SUP38022
R038023,P10690,2022-01-26,144,27,L38023,SH38023,SUP38023
R038024,P32104,2023-10-17,125,25,L38024,SH38024,SUP38024
R038025,P24098,2022-06-29,263,4,L38025,SH38025,SUP38025
R038026,P00753,2023-05-10,364,7,L38026,SH38026,SUP38026
R038027,P15089,2023-10-10,628,28,L38027,SH38027,SUP38027
R038028,P11725,2023-12-08,656,44,L38028,SH38028,SUP38028
R038029,P19603,2022-06-10,739,11,L38029,SH38029,SUP38029
R038030,P25977,2022-08-26,646,23,L38030,SH38030,SUP38030
R038031,P32388,2022-02-01,103,31,L38031,SH38031,SUP38031
R038032,P24487,2023-08-27,572,49,L38032,SH38032,SUP38032
R038033,P20533,2023-04-17,269,3,L38033,SH38033,SUP38033
R038034,P04519,2023-11-23,80,26,L38034,SH38034,SUP38034
R038035,P06325,2022-10-11,382,28,L38035,SH38035,SUP38035
R038036,P13882,2023-09-05,193,49,L38036,SH38036,SUP38036
R038037,P20419,2023-03-16,912,38,L38037,SH38037,SUP38037
R038038,P08921,2023-07-12,119,45,L38038,SH38038,SUP38038
R038039,P17138,2022-08-22,697,28,L38039,SH38039,SUP38039
R038040,P10928,2023-09-15,536,4,L38040,SH38040,SUP38040
R038041,P07847,2022-12-25,467,17,L38041,SH38041,SUP38041
R038042,P29609,2022-08-12,851,25,L38042,SH38042,SUP38042
R038043,P26780,2022-04-15,738,20,L38043,SH38043,SUP38043
R038044,P11215,2022-02-23,61,29,L38044,SH38044,SUP38044
R038045,P00534,2023-06-18,635,34,L38045,SH38045,SUP38045
R038046,P02977,2022-09-20,936,24,L38046,SH38046,SUP38046
R038047,P25464,2023-12-05,369,2,L38047,SH38047,SUP38047
R038048,P01743,2022-09-04,754,7,L38048,SH38048,SUP38048
R038049,P34282,2022-05-31,814,43,L38049,SH38049,SUP38049
R038050,P12497,2022-01-27,276,35,L38050,SH38050,SUP38050
R038051,P19841,2023-08-25,807,16,L38051,SH38051,SUP38051
R038052,P30481,2022-08-31,818,37,L38052,SH38052,SUP38052
R038053,P17137,2022-06-08,871,35,L38053,SH38053,SUP38053
R038054,P09345,2024-01-19,154,45,L38054,SH38054,SUP38054
R038055,P21323,2022-07-26,509,11,L38055,SH38055,SUP38055
R038056,P12832,2024-01-21,172,28,L38056,SH38056,SUP38056
R038057,P34339,2023-09-09,596,1,L38057,SH38057,SUP38057
R038058,P34313,2023-11-27,832,16,L38058,SH38058,SUP38058
R038059,P34846,2023-07-17,203,23,L38059,SH38059,SUP38059
R038060,P23596,2022-11-14,323,30,L38060,SH38060,SUP38060
R038061,P00405,2022-05-12,970,35,L38061,SH38061,SUP38061
R038062,P03320,2022-10-18,730,15,L38062,SH38062,SUP38062
R038063,P29677,2022-02-28,741,12,L38063,SH38063,SUP38063
R038064,P02485,2022-12-20,806,6,L38064,SH38064,SUP38064
R038065,P31198,2022-04-18,515,39,L38065,SH38065,SUP38065
R038066,P24371,2023-05-05,738,28,L38066,SH38066,SUP38066
R038067,P32426,2024-01-13,83,44,L38067,SH38067,SUP38067
R038068,P20665,2023-02-05,114,38,L38068,SH38068,SUP38068
R038069,P17854,2023-02-11,347,33,L38069,SH38069,SUP38069
R038070,P26411,2023-03-14,339,35,L38070,SH38070,SUP38070
R038071,P08035,2022-03-09,760,37,L38071,SH38071,SUP38071
R038072,P32194,2023-01-04,457,28,L38072,SH38072,SUP38072
R038073,P22320,2023-03-04,619,36,L38073,SH38073,SUP38073
R038074,P24157,2023-06-12,481,24,L38074,SH38074,SUP38074
R038075,P07181,2022-06-08,594,14,L38075,SH38075,SUP38075
R038076,P23020,2023-01-31,812,41,L38076,SH38076,SUP38076
R038077,P05873,2022-12-18,807,28,L38077,SH38077,SUP38077
